repo,login,country,city,lat,lon,contributions,raw_location
woodpecker-ci/woodpecker,6543,,,,,755,
woodpecker-ci/woodpecker,qwerty287,,,,,640,
woodpecker-ci/woodpecker,anbraten,,,,,306,Earth
woodpecker-ci/woodpecker,laszlocph,,,,,297,Budapest
woodpecker-ci/woodpecker,xoxys,Germany,Berlin,52.52,13.405,199,Germany
woodpecker-ci/woodpecker,weblate,,,,,123,
woodpecker-ci/woodpecker,pat-s,,,,,113,Switzerland
woodpecker-ci/woodpecker,kzaitsev,,,,,80,"Limassol, Cyprus"
woodpecker-ci/woodpecker,josmo,,,,,72,"NY, NY"
woodpecker-ci/woodpecker,lukashass,Germany,Berlin,52.52,13.405,66,Germany
woodpecker-ci/woodpecker,fudanchii,,,,,63,
woodpecker-ci/woodpecker,lafriks,,,,,52,Latvia
woodpecker-ci/woodpecker,hg,,,,,48,
woodpecker-ci/woodpecker,zc-devs,,,,,38,
woodpecker-ci/woodpecker,woodpecker-bot,,,,,36,
woodpecker-ci/woodpecker,appleboy,,,,,30,"Hsinchu, Taiwan"
woodpecker-ci/woodpecker,donny-dont,United States,San Francisco,37.7749,-122.4194,27,"San Francisco, CA"
woodpecker-ci/woodpecker,mscherer,,,,,27,
kviklet/kviklet,Askir,Germany,Berlin,52.52,13.405,312,"Berlin, Germany"
kviklet/kviklet,dependabot[bot],,,,,17,
kviklet/kviklet,IR-DAN,Germany,Berlin,52.52,13.405,3,Berlin
kviklet/kviklet,nborrmann,,,,,3,
kviklet/kviklet,CloudyDevops375,,,,,1,
kviklet/kviklet,VIDGuide,Australia,Sydney,-33.8688,151.2093,1,Australia
kviklet/kviklet,masn-id,,,,,1,
kviklet/kviklet,sapisuper,,,,,1,Indonesia
kviklet/kviklet,sh-cho,,,,,1,South Korea
kviklet/kviklet,itungxp,,,,,1,
kviklet/kviklet,dd-georgiev,,,,,1,
Tracer-Cloud/opensre,davincios,United Kingdom,London,51.5072,-0.1276,594,London
Tracer-Cloud/opensre,VaibhavUpreti,United Kingdom,London,51.5072,-0.1276,313,London
Tracer-Cloud/opensre,aliya-tracer,,,,,109,
Tracer-Cloud/opensre,muddlebee,India,Bangalore,12.9716,77.5946,66,India
Tracer-Cloud/opensre,0xpaulx,,,,,57,
Tracer-Cloud/opensre,github-actions[bot],,,,,41,
Tracer-Cloud/opensre,dependabot[bot],,,,,35,
Tracer-Cloud/opensre,cerencamkiran,,,,,31,
Tracer-Cloud/opensre,arnetracer,,,,,25,
Tracer-Cloud/opensre,Devesh36,,,,,22,
Tracer-Cloud/opensre,kylie-tracer,,,,,20,
Tracer-Cloud/opensre,yashksaini-coder,,,,,17,
Tracer-Cloud/opensre,ebrahim-sameh,,,,,16,Egypt
Tracer-Cloud/opensre,Davidson3556,,,,,15,Remote
Tracer-Cloud/opensre,aniruddhaadak80,,,,,14,
Tracer-Cloud/opensre,w3joe,,,,,12,
Tracer-Cloud/opensre,hamzzaaamalik,,,,,11,
Tracer-Cloud/opensre,sundaram2021,India,Bangalore,12.9716,77.5946,10,"New Delhi, India"
Tracer-Cloud/opensre,7vignesh,India,Bangalore,12.9716,77.5946,9,bangalore
Tracer-Cloud/opensre,mayankbharati-ops,,,,,9,
ENTERPILOT/GoModel,SantiagoDePolonia,,,,,225,
ENTERPILOT/GoModel,giorgi-pro,,,,,160,Tbilisi
ENTERPILOT/GoModel,dependabot[bot],,,,,41,
ENTERPILOT/GoModel,hobostay,,,,,2,
ENTERPILOT/GoModel,mongrelion,,,,,1,"Skellefteå, Sweden"
ENTERPILOT/GoModel,kwikiel,,,,,1,Poland
ENTERPILOT/GoModel,octo-patch,United States,San Francisco,37.7749,-122.4194,1,San Francisco
ENTERPILOT/GoModel,vfeitoza,,,,,1,Campina Grande - PB
ENTERPILOT/GoModel,epicfilemcnulty,United Kingdom,London,51.5072,-0.1276,1,"Kyiv, Ukraine"
ENTERPILOT/GoModel,BartZuc,,,,,1,
ENTERPILOT/GoModel,kowtom,,,,,1,
ENTERPILOT/GoModel,sonSunnoi,,,,,1,
adriannovegil/awesome-observability,adriannovegil,,,,,163,"Galicia, Spain"
adriannovegil/awesome-observability,anovegil-steeldevelop,,,,,13,A Coruña
adriannovegil/awesome-observability,adribarbeito,,,,,2,
adriannovegil/awesome-observability,flik2002,,,,,2,
adriannovegil/awesome-observability,aclarembeau,,,,,1,Belgium 
adriannovegil/awesome-observability,clubanderson,,,,,1,"Stamford, CT"
adriannovegil/awesome-observability,anjali-udasilast9,,,,,1,
adriannovegil/awesome-observability,blueswen,,,,,1,"Taipei, Taiwan"
adriannovegil/awesome-observability,cguimaraes,Germany,Berlin,52.52,13.405,1,Germany
adriannovegil/awesome-observability,Dante7771,,,,,1,
adriannovegil/awesome-observability,dml37,,,,,1,
adriannovegil/awesome-observability,killme2008,,,,,1,"Sunnyvale, CA"
adriannovegil/awesome-observability,OrlovEvgeny,Netherlands,Amsterdam,52.3676,4.9041,1,Amsterdam NL
adriannovegil/awesome-observability,CodingFabian,,,,,1,Solingen
adriannovegil/awesome-observability,dev409,,,,,1,
adriannovegil/awesome-observability,GeiserX,,,,,1,"Murcia, Spain"
adriannovegil/awesome-observability,gorkem-bwl,Canada,Toronto,43.6532,-79.3832,1,Canada
adriannovegil/awesome-observability,Firefishy,United Kingdom,London,51.5072,-0.1276,1,London
adriannovegil/awesome-observability,terdia,Germany,Berlin,52.52,13.405,1,Germany
adriannovegil/awesome-observability,otisg,,,,,1,World-wide
elastic/kibana,mistic,,,,,3144,"Porto, Portugal"
elastic/kibana,kibanamachine,,,,,2742,"Mountain View, California"
elastic/kibana,w33ble,,,,,2221,
elastic/kibana,jbudz,,,,,1680,
elastic/kibana,nreese,,,,,1536,"Denver, Co"
elastic/kibana,spalger,,,,,1449,"Phoenix, AZ"
elastic/kibana,stormpython,,,,,1190,
elastic/kibana,shahzad31,Germany,Berlin,52.52,13.405,1158,"Berlin Area, Germany"
elastic/kibana,stratoula,,,,,1048,
elastic/kibana,flash1293,Germany,Berlin,52.52,13.405,1042,"Karlsruhe, Germany"
elastic/kibana,simianhacker,,,,,983,"Lafayette, Colorado"
elastic/kibana,lcawl,,,,,918,
elastic/kibana,nchaulet,,,,,873,Montreal
elastic/kibana,pgayvallet,United States,San Francisco,37.7749,-122.4194,831,Lausanne
elastic/kibana,tsullivan,United States,San Francisco,37.7749,-122.4194,821,"Phoenix, AZ, United States"
elastic/kibana,jgowdyelastic,,,,,796,
elastic/kibana,lukasolson,,,,,785,"Gilbert, AZ"
elastic/kibana,cjcenizal,,,,,694,Los Angeles
elastic/kibana,dmlemeshko,Germany,Berlin,52.52,13.405,686,"Berlin, Germany"
elastic/kibana,walterra,,,,,680,Austria
Linuxfabrik/monitoring-plugins,markuslf,,,,,2809,"Zurich, Switzerland"
Linuxfabrik/monitoring-plugins,NavidSassan,,,,,764,Switzerland
Linuxfabrik/monitoring-plugins,dependabot[bot],,,,,193,
Linuxfabrik/monitoring-plugins,d-riva,,,,,42,
Linuxfabrik/monitoring-plugins,ma-benedetti,,,,,23,
Linuxfabrik/monitoring-plugins,slalomsk8er,,,,,7,Switzerland
Linuxfabrik/monitoring-plugins,danyalberchtoldlf,,,,,6,
Linuxfabrik/monitoring-plugins,epura,,,,,5,
Linuxfabrik/monitoring-plugins,Geertsky,,,,,4,
Linuxfabrik/monitoring-plugins,bzblf,,,,,3,
Linuxfabrik/monitoring-plugins,SnejPro,Germany,Berlin,52.52,13.405,3,"Munich, Germany"
Linuxfabrik/monitoring-plugins,Dissiyt,,,,,3,
Linuxfabrik/monitoring-plugins,step-security-bot,,,,,3,
Linuxfabrik/monitoring-plugins,berrnd,Germany,Berlin,52.52,13.405,3,"Bobingen, Germany"
Linuxfabrik/monitoring-plugins,ebuerki-lf,,,,,2,
Linuxfabrik/monitoring-plugins,kbucheli,,,,,2,"Villigen, Switzerland"
Linuxfabrik/monitoring-plugins,mdicss,,,,,1,
Linuxfabrik/monitoring-plugins,djmcd89,Germany,Berlin,52.52,13.405,1,"Berlin, Germany"
Linuxfabrik/monitoring-plugins,vnovakovic,,,,,1,Düsseldorf
Linuxfabrik/monitoring-plugins,TheSameCH,,,,,1,
langfuse/langfuse,marcklingen,,,,,1621,
langfuse/langfuse,maxdeichmann,Germany,Berlin,52.52,13.405,1480,Berlin
langfuse/langfuse,Steffen911,Germany,Berlin,52.52,13.405,872,Berlin
langfuse/langfuse,marliessophie,,,,,759,"Zurich, Switzerland"
langfuse/langfuse,hassiebp,Germany,Berlin,52.52,13.405,530,Berlin
langfuse/langfuse,nimarb,Japan,Tokyo,35.6762,139.6503,487,"Sendai, Japan"
langfuse/langfuse,dependabot[bot],,,,,322,
langfuse/langfuse,sumerman,Germany,Berlin,52.52,13.405,219,Berlin
langfuse/langfuse,FroeMic,,,,,107,The Internet
langfuse/langfuse,RichardKruemmel,Germany,Berlin,52.52,13.405,62,Berlin
langfuse/langfuse,jannikmaierhoefer,,,,,54,
langfuse/langfuse,wochinge,,,,,53,Munich
langfuse/langfuse,bezbac,Germany,Berlin,52.52,13.405,47,Berlin
langfuse/langfuse,leoweigand,Germany,Berlin,52.52,13.405,42,Berlin
langfuse/langfuse,coffee4tw,,,,,34,Munich
langfuse/langfuse,clemra,Germany,Berlin,52.52,13.405,28,Berlin
langfuse/langfuse,Lotte-Verheyden,United States,San Francisco,37.7749,-122.4194,15,San Francisco
langfuse/langfuse,davidmc971,Germany,Berlin,52.52,13.405,14,"Aachen, Germany"
langfuse/langfuse,porter-deployment-app[bot],,,,,9,
langfuse/langfuse,hassiebbot,,,,,7,
langwatch/langwatch,rogeriochaves,Netherlands,Amsterdam,52.3676,4.9041,2296,Amsterdam
langwatch/langwatch,richhuth,,,,,919,
langwatch/langwatch,drewdrewthis,France,Paris,48.8566,2.3522,568,"Paris, FR"
langwatch/langwatch,0xdeafcafe,Netherlands,Amsterdam,52.3676,4.9041,475,"amsterdam, nederlands"
langwatch/langwatch,sergioestebance,Netherlands,Amsterdam,52.3676,4.9041,225,The Netherlands
langwatch/langwatch,dependabot[bot],,,,,134,
langwatch/langwatch,Eugenumber1,Netherlands,Amsterdam,52.3676,4.9041,50,Amsterdam
langwatch/langwatch,Aryansharma28,Netherlands,Amsterdam,52.3676,4.9041,33,Amsterdam
langwatch/langwatch,povys,,,,,15,Czechia
langwatch/langwatch,ales-albert-kilbergr,,,,,13,Munich
langwatch/langwatch,github-actions[bot],,,,,10,
langwatch/langwatch,jpwakugawa,,,,,8,Brasil
langwatch/langwatch,langwatch-app[bot],,,,,8,
langwatch/langwatch,mrkrustyklaws[bot],,,,,6,
langwatch/langwatch,msnmz,Netherlands,Amsterdam,52.3676,4.9041,4,Amsterdam
langwatch/langwatch,snyk-bot,,,,,4,
langwatch/langwatch,llmsommelier,,,,,4,
langwatch/langwatch,gschmutz,,,,,3,"Berne, Switzerland"
langwatch/langwatch,tahmidtapadar,Netherlands,Amsterdam,52.3676,4.9041,2,"Amsterdam, NL"
langwatch/langwatch,muharrem-sonmez,,,,,2,
jaegertracing/jaeger,yurishkuro,United States,New York,40.7128,-74.006,858,New York
jaegertracing/jaeger,dependabot[bot],,,,,571,
jaegertracing/jaeger,renovate-bot,,,,,560,
jaegertracing/jaeger,pavolloffay,,,,,279,Switzerland
jaegertracing/jaeger,mahadzaryab1,United States,New York,40.7128,-74.006,234,"New York, NY"
jaegertracing/jaeger,albertteoh,Australia,Sydney,-33.8688,151.2093,104,"Sydney, Australia"
jaegertracing/jaeger,jpkrohling,Germany,Berlin,52.52,13.405,75,"Berlin, Germany"
jaegertracing/jaeger,black-adder,United States,New York,40.7128,-74.006,69,New York
jaegertracing/jaeger,Copilot,,,,,65,
jaegertracing/jaeger,Manik2708,,,,,65,
jaegertracing/jaeger,jkowall,,,,,46,"Pompano Beach, FL"
jaegertracing/jaeger,danish9039,,,,,44,
jaegertracing/jaeger,Ashmita152,,,,,42,
jaegertracing/jaeger,joe-elliott,,,,,41,
jaegertracing/jaeger,pipiland2612,,,,,37,
jaegertracing/jaeger,vprithvi,United States,New York,40.7128,-74.006,37,New York
jaegertracing/jaeger,chahatsagarmain,,,,,36,
jaegertracing/jaeger,mh-park,United States,San Francisco,37.7749,-122.4194,32,San Francisco
jaegertracing/jaeger,mmorel-35,France,Paris,48.8566,2.3522,31,France
jaegertracing/jaeger,badiib,,,,,25,
iopsystems/rezolus,brayniac,,,,,726,
iopsystems/rezolus,thinkingfish,United States,San Francisco,37.7749,-122.4194,137,San Francisco
iopsystems/rezolus,dependabot[bot],,,,,92,
iopsystems/rezolus,yangxi,Australia,Sydney,-33.8688,151.2093,22,"Sydney, Australia"
iopsystems/rezolus,mihirn,,,,,20,
iopsystems/rezolus,swlynch99,,,,,13,
iopsystems/rezolus,yurivish,,,,,12,
iopsystems/rezolus,github-actions[bot],,,,,10,
iopsystems/rezolus,WUMUXIAN,,,,,7,Singapore
iopsystems/rezolus,WesleyAC,,,,,6,
iopsystems/rezolus,rittme,,,,,3,Singapore
iopsystems/rezolus,Skrinikov,,,,,3,
iopsystems/rezolus,kylebartush-twitter,,,,,2,
iopsystems/rezolus,claude,,,,,1,
iopsystems/rezolus,redhotpenguin,United States,San Francisco,37.7749,-122.4194,1,"San Francisco, CA"
iopsystems/rezolus,graphaelli,,,,,1,"Philadelphia, PA"
iopsystems/rezolus,juliaferraioli,,,,,1,
iopsystems/rezolus,tmcarr,United States,New York,40.7128,-74.006,1,"New York, New York"
iopsystems/rezolus,u5surf,Japan,Tokyo,35.6762,139.6503,1,"Kanagawa, Japan"
iopsystems/rezolus,cuishuang,,,,,1,Earth
alexandre-daubois/ember,alexandre-daubois,France,Paris,48.8566,2.3522,219,"Lyon, France"
alexandre-daubois/ember,94noni,France,Paris,48.8566,2.3522,4,Paris - France
alexandre-daubois/ember,rewulff,,,,,1,Stuttgart
alexandre-daubois/ember,yoanbernabeu,France,Paris,48.8566,2.3522,1,"Drôme, France"
yegor256/takes,yegor256,China,Beijing,39.9042,116.4074,446,China
yegor256/takes,rultor,United States,San Francisco,37.7749,-122.4194,348,San Francisco
yegor256/takes,renovate[bot],,,,,328,
yegor256/takes,dmzaytsev,,,,,157,
yegor256/takes,dalifreire,,,,,113,Brasil
yegor256/takes,xupyprmv,,,,,110,"Syktyvkar, Russia"
yegor256/takes,ikhvostenkov,Germany,Berlin,52.52,13.405,91,"Berlin, Germany"
yegor256/takes,andreoss,,,,,87,
yegor256/takes,essobedo,France,Paris,48.8566,2.3522,82,Remote from France
yegor256/takes,paulodamaso,,,,,72,
yegor256/takes,super132,,,,,54,Vancouver
yegor256/takes,ikarsokolov,,,,,53,
yegor256/takes,erimerturk,,,,,46,
yegor256/takes,HDouss,,,,,44,"Tunis, Tunisia"
yegor256/takes,ekondrashev,,,,,40,
yegor256/takes,fevzian,Canada,Toronto,43.6532,-79.3832,40,"Toronto, Canada"
yegor256/takes,eg04lt3r,,,,,36,
yegor256/takes,bdragan,,,,,33,
yegor256/takes,antonini,,,,,29,São Paulo
yegor256/takes,oridan,,,,,24,
flutter/flutter,skia-flutter-autoroll,,,,,18512,
flutter/flutter,engine-flutter-autoroll,,,,,13505,
flutter/flutter,abarth,United States,San Francisco,37.7749,-122.4194,3425,"San Francisco, CA"
flutter/flutter,Hixie,,,,,2508,
flutter/flutter,jason-simmons,,,,,1989,"Palo Alto, CA"
flutter/flutter,chinmaygarde,United States,San Francisco,37.7749,-122.4194,1783,"San Francisco, CA"
flutter/flutter,cbracken,Japan,Tokyo,35.6762,139.6503,1448,"Tokyo, Japan"
flutter/flutter,goderbauer,,,,,1347,
flutter/flutter,jmagman,,,,,1314,
flutter/flutter,dnfield,,,,,1207,
flutter/flutter,zanderso,,,,,1152,"Mountain View, CA"
flutter/flutter,bkonyi,Canada,Toronto,43.6532,-79.3832,848,"Waterloo, ON, Canada"
flutter/flutter,gspencergoog,,,,,812,
flutter/flutter,gaaclarke,,,,,810,"Seattle, WA"
flutter/flutter,yjbanov,United States,San Francisco,37.7749,-122.4194,807,United States
flutter/flutter,matanlurey,,,,,726,"Long Beach, CA"
flutter/flutter,devoncarew,,,,,720,"Portland, OR"
flutter/flutter,bdero,,,,,674,California
flutter/flutter,Piinks,,,,,582,"Nashville, TN"
flutter/flutter,tvolkert,,,,,577,
expo/expo,brentvatne,Canada,Toronto,43.6532,-79.3832,3151,"Vancouver, Canada"
expo/expo,EvanBacon,United States,San Francisco,37.7749,-122.4194,2013,San Francisco
expo/expo,tsapeta,,,,,1995,"Kraków, Poland"
expo/expo,lukmccall,,,,,1887,Kraków
expo/expo,amandeepmittal,,,,,1702,
expo/expo,Kudo,,,,,1428,"Taipei, Taiwan"
expo/expo,terribleben,,,,,1158,
expo/expo,alanjhughes,,,,,1079,Galway
expo/expo,esamelson,,,,,1079,
expo/expo,sjchmiela,,,,,1057,"Kraków, Poland"
expo/expo,Simek,,,,,1009,"Gdańsk, Poland"
expo/expo,ide,,,,,859,California
expo/expo,byCedric,Netherlands,Amsterdam,52.3676,4.9041,697,Amsterdam
expo/expo,wschurman,,,,,647,
expo/expo,gabrieldonadel,,,,,546,"Florianópolis, Santa Catarina, Brasil"
expo/expo,cruzach,,,,,507,
expo/expo,kitten,United Kingdom,London,51.5072,-0.1276,478,London
expo/expo,jesseruder,,,,,465,
expo/expo,vonovak,,,,,444,Czech Republic
expo/expo,Ubax,,,,,374,"Katowice, Poland"
ktorio/ktor,e5l,,,,,1204,Munich
ktorio/ktor,orangy,,,,,819,Tbilisi
ktorio/ktor,rsinukov1,,,,,438,
ktorio/ktor,renovate[bot],,,,,365,
ktorio/ktor,osipxd,,,,,347,Serbia
ktorio/ktor,bjhham,Netherlands,Amsterdam,52.3676,4.9041,218,Amsterdam
ktorio/ktor,Stexxe,,,,,169,Cyprus
ktorio/ktor,marychatte,,,,,118,"Belgrade, Serbia"
ktorio/ktor,zibet27,,,,,90,Prague
ktorio/ktor,dependabot[bot],,,,,88,
ktorio/ktor,soywiz,,,,,58,
ktorio/ktor,hhariri,,,,,50,Spain
ktorio/ktor,dmitrievanthony,United Kingdom,London,51.5072,-0.1276,46,"London, United Kingdom"
ktorio/ktor,hfhbd,Germany,Berlin,52.52,13.405,39,Germany
ktorio/ktor,andreyaksenov,,,,,37,
ktorio/ktor,Thomas-Vos,Netherlands,Amsterdam,52.3676,4.9041,33,Netherlands
ktorio/ktor,lolilofit,,,,,27,
ktorio/ktor,Ololoshechkin,,,,,25,Budapest (remote)
ktorio/ktor,anton-erofeev,,,,,21,"Belgrade, Serbia"
ktorio/ktor,whyoleg,,,,,17,
frappe/frappe,rmehta,India,Bangalore,12.9716,77.5946,6219,"Mumbai, India"
frappe/frappe,surajshetty3416,,,,,4453,Mumbai
frappe/frappe,ankush,,,,,3343,Mumbai
frappe/frappe,anandpdoshi,United States,San Francisco,37.7749,-122.4194,2915,"San Francisco, CA"
frappe/frappe,nabinhait,India,Bangalore,12.9716,77.5946,2506,"Mumbai, India"
frappe/frappe,netchampfaris,,,,,2371,Mumbai
frappe/frappe,mergify[bot],,,,,2170,
frappe/frappe,gavindsouza,Germany,Berlin,52.52,13.405,2129,Berlin
frappe/frappe,shariquerik,,,,,1928,Mumbai
frappe/frappe,scmmishra,,,,,1740,Mumbai
frappe/frappe,prssanna,,,,,1664,Mumbai
frappe/frappe,barredterra,,,,,1356,Leipzig
frappe/frappe,akhilnarang,India,Bangalore,12.9716,77.5946,1299,India
frappe/frappe,sokumon,,,,,1176,
frappe/frappe,iamejaaz,,,,,1038,Mumbai
frappe/frappe,sagarvora,India,Bangalore,12.9716,77.5946,1029,India
frappe/frappe,frappe-pr-bot,,,,,817,Mumbai
frappe/frappe,hrwX,,,,,783,"Dublin, Ireland"
frappe/frappe,pdvyas,,,,,720,"Kelowna, British Columbia "
frappe/frappe,saurabh6790,,,,,674,Pune
apache/ofbiz-framework,JacquesLeRoux,France,Paris,48.8566,2.3522,7702,Poussan Hérault France
apache/ofbiz-framework,jacopoc,,,,,2838,
apache/ofbiz-framework,hansbak,,,,,2368,"Trang, Thailand"
apache/ofbiz-framework,eigood,,,,,1798,
apache/ofbiz-framework,adrian-crum,,,,,1614,"Loma Linda, CA"
apache/ofbiz-framework,jonesde,,,,,1310,Missouri
apache/ofbiz-framework,ashishvijaywargiya,India,Bangalore,12.9716,77.5946,1002,"Indore, MP, India"
apache/ofbiz-framework,patelanil,,,,,723,Amherst MA
apache/ofbiz-framework,dixitdeepak,India,Bangalore,12.9716,77.5946,697,India
apache/ofbiz-framework,andrewzeneski,United States,New York,40.7128,-74.006,686,"New York, NY"
apache/ofbiz-framework,nmalin,France,Paris,48.8566,2.3522,518,"Bourges, Center, France"
apache/ofbiz-framework,mbrohl,Germany,Berlin,52.52,13.405,444,"Bielefeld, Germany"
apache/ofbiz-framework,surajkhurana,,,,,282,Indore
apache/ofbiz-framework,mthl,France,Paris,48.8566,2.3522,276,"Rennes, France"
apache/ofbiz-framework,PierreSmits,Netherlands,Amsterdam,52.3676,4.9041,228,Netherlands
apache/ofbiz-framework,bibryam,,,,,215,England
apache/ofbiz-framework,pythys,,,,,158,
apache/ofbiz-framework,james-yong,,,,,146,Singapore
apache/ofbiz-framework,pranayscpandey,,,,,132,
apache/ofbiz-framework,dependabot[bot],,,,,119,
flamego/flamego,unknwon,,,,,124,
flamego/flamego,dependabot[bot],,,,,29,
flamego/flamego,wuhan005,China,Shanghai,31.2304,121.4737,9,"Shanghai, China"
flamego/flamego,dsh0416,China,Shanghai,31.2304,121.4737,7,Shanghai ⇌ Tokyo
flamego/flamego,deepsource-autofix[bot],,,,,6,
flamego/flamego,Altonhe,,,,,3,Greater Vancouver Area
flamego/flamego,L2ncE,,,,,1,
flamego/flamego,Copilot,,,,,1,
flamego/flamego,Moesang,,,,,1,
flamego/flamego,pharrisee,,,,,1,
flamego/flamego,asjdf,,,,,1,"Hangzhou, Zhejiang."
clockworklabs/SpacetimeDB,bfops,,,,,390,
clockworklabs/SpacetimeDB,joshua-spacetime,,,,,322,
clockworklabs/SpacetimeDB,Centril,,,,,316,Sweden
clockworklabs/SpacetimeDB,kim,Germany,Berlin,52.52,13.405,237,Germany
clockworklabs/SpacetimeDB,jdetter,United States,San Francisco,37.7749,-122.4194,228,United States
clockworklabs/SpacetimeDB,coolreader18,,,,,227,Madison WI/Chicago IL
clockworklabs/SpacetimeDB,cloutiertyler,United States,San Francisco,37.7749,-122.4194,223,United States
clockworklabs/SpacetimeDB,gefjon,United States,New York,40.7128,-74.006,208,"New York, New York"
clockworklabs/SpacetimeDB,RReverser,,,,,189,🇺🇦 => 🇬🇧
clockworklabs/SpacetimeDB,drogus,Germany,Berlin,52.52,13.405,111,Berlin
clockworklabs/SpacetimeDB,mamcx,,,,,104,Colombia
clockworklabs/SpacetimeDB,kazimuth,,,,,102,"Detroit, MI"
clockworklabs/SpacetimeDB,jsdt,United States,San Francisco,37.7749,-122.4194,90,San Francisco
clockworklabs/SpacetimeDB,Shubham8287,,,,,86,
clockworklabs/SpacetimeDB,rekhoff,,,,,68,
clockworklabs/SpacetimeDB,clockwork-labs-bot,,,,,45,
clockworklabs/SpacetimeDB,JasonAtClockwork,,,,,38,
clockworklabs/SpacetimeDB,dbrinkmanncw,,,,,29,
clockworklabs/SpacetimeDB,NateTheDev1,,,,,27,"Norton Shores, MI"
clockworklabs/SpacetimeDB,kulakowski,,,,,21,
userfrosting/UserFrosting,lcharette,,,,,1049,Montréal
userfrosting/UserFrosting,alexweissman,India,Bangalore,12.9716,77.5946,885,"Bloomington, Indiana"
userfrosting/UserFrosting,Silic0nS0ldier,Australia,Sydney,-33.8688,151.2093,177,"Sydney, Australia"
userfrosting/UserFrosting,lilfade,United States,San Francisco,37.7749,-122.4194,121,"Nebraska, USA"
userfrosting/UserFrosting,amosfolz,,,,,103,
userfrosting/UserFrosting,dependabot[bot],,,,,35,
userfrosting/UserFrosting,X-Anonymous-Y,Germany,Berlin,52.52,13.405,16,"Germany, North Rhine-Westphalia"
userfrosting/UserFrosting,frostbitten,,,,,16,"Hartford, CT"
userfrosting/UserFrosting,splitt3r,,,,,11,
userfrosting/UserFrosting,Ekwav,Germany,Berlin,52.52,13.405,10,Germany
userfrosting/UserFrosting,ssnukala,,,,,9,
userfrosting/UserFrosting,brunomnsilva,,,,,8,Portugal
userfrosting/UserFrosting,Netrilix,United States,San Francisco,37.7749,-122.4194,8,"New Hampshire, USA"
userfrosting/UserFrosting,silvioq,,,,,6,Argentina
userfrosting/UserFrosting,rwos,Germany,Berlin,52.52,13.405,6,Germany
userfrosting/UserFrosting,popiazaza,,,,,6,Thailand
userfrosting/UserFrosting,ktecho,,,,,6,Spain
userfrosting/UserFrosting,apple314159,,,,,5,
userfrosting/UserFrosting,xrobau,Australia,Sydney,-33.8688,151.2093,5,"Gladstone, QLD, Australia."
userfrosting/UserFrosting,phillmac,,,,,5,
schultek/jaspr,schultek,,,,,566,Munich
schultek/jaspr,mjablecnik,,,,,116,Czech republic
schultek/jaspr,parlough,,,,,71,"Minnesota, US"
schultek/jaspr,juancastillo0,,,,,28,
schultek/jaspr,gonft,,,,,25,South Korea
schultek/jaspr,ShubhamVG,,,,,24,Under your bed at 3 AM
schultek/jaspr,siesdart,,,,,11,Daejeon
schultek/jaspr,cybertheory,,,,,10,
schultek/jaspr,ahmednfwela,,,,,10,"Mansoura, Egypt"
schultek/jaspr,easazade,,,,,8,
schultek/jaspr,simolus3,,,,,8,Darmstadt
schultek/jaspr,carmas123,,,,,7,
schultek/jaspr,slightfoot,United Kingdom,London,51.5072,-0.1276,6,"London, UK"
schultek/jaspr,lucas-goldner,Japan,Tokyo,35.6762,139.6503,5,Japan
schultek/jaspr,walsha2,,,,,4,"Tampa, FL"
schultek/jaspr,Rexios80,,,,,4,
schultek/jaspr,MarkOSullivan94,,,,,4,Spain
schultek/jaspr,fuzzybinary,,,,,4,"Charlottesville, VA"
schultek/jaspr,mkustermann,,,,,3,
schultek/jaspr,fusion44,,,,,3,World
phoenixframework/phoenix,chrismccord,,,,,2450,"Charlotte, NC"
phoenixframework/phoenix,josevalim,,,,,880,"Kraków, Poland"
phoenixframework/phoenix,lancehalvorsen,,,,,590,"Portland, OR"
phoenixframework/phoenix,Gazler,United Kingdom,London,51.5072,-0.1276,184,"Midlands, UK"
phoenixframework/phoenix,SteffenDE,,,,,166,
phoenixframework/phoenix,dependabot[bot],,,,,151,
phoenixframework/phoenix,scrogson,,,,,102,"Nashville, TN"
phoenixframework/phoenix,gjaldon,,,,,72,
phoenixframework/phoenix,aaronrenner,,,,,50,
phoenixframework/phoenix,rhcarvalho,,,,,43,Austria
phoenixframework/phoenix,eksperimental,,,,,37,Remote
phoenixframework/phoenix,wojtekmach,,,,,37,"Kraków, Poland"
phoenixframework/phoenix,darkofabijan,,,,,35,"NY, NS"
phoenixframework/phoenix,ugisozols,,,,,35,Latvia
phoenixframework/phoenix,mcrumm,,,,,30,"Sacramento, CA"
phoenixframework/phoenix,snewcomer,,,,,28,Wisconsin
phoenixframework/phoenix,fertapric,Netherlands,Amsterdam,52.3676,4.9041,27,"Amsterdam, Netherlands"
phoenixframework/phoenix,ericmj,,,,,26,"Gothenburg, Sweden"
phoenixframework/phoenix,LostKobrakai,Germany,Berlin,52.52,13.405,23,"Augsburg, Germany"
phoenixframework/phoenix,michalmuskala,United Kingdom,London,51.5072,-0.1276,23,London
dropwizard/dropwizard,renovate[bot],,,,,2374,
dropwizard/dropwizard,codahale,,,,,1549,"Fort Collins, CO"
dropwizard/dropwizard,joschi,Germany,Berlin,52.52,13.405,1400,Germany
dropwizard/dropwizard,arteam,Germany,Berlin,52.52,13.405,495,"Berlin, Germany"
dropwizard/dropwizard,jplock,United States,San Francisco,37.7749,-122.4194,460,"Connecticut, USA"
