repo,issue_id,title,state,created_at,closed_at,issue_type
woodpecker-ci/woodpecker,6547,Agents don't check they are on the same version as server,open,2026-05-06,,Compatibility
woodpecker-ci/woodpecker,6527,crashlooping agent creates infinite number of agent entires,closed,2026-05-01,2026-05-07,Bug
woodpecker-ci/woodpecker,2982,Restarting a pipeline that failed due to missing secrets is not enough,open,2023-12-21,,Bug
woodpecker-ci/woodpecker,6164,☂️ Release Woodpecker v3.14,open,2026-02-26,,Question
kviklet/kviklet,451,Feature request: Improve timestamp visibility and add time-based search/filtering,closed,2026-03-13,2026-05-10,Feature Request
kviklet/kviklet,453,Notification Webhook URL resets after logout/login (v0.7.0 + Google SSO),open,2026-04-16,,Question
kviklet/kviklet,430,Feature Request: Add requester info in request list,closed,2026-01-27,2026-03-07,Feature Request
kviklet/kviklet,423,Q. Can I disable password login when OAuth is enabled?,closed,2026-01-16,2026-03-07,Question
kviklet/kviklet,440,Breaking changes when upgrade till PR#412,closed,2026-02-25,2026-02-26,Question
kviklet/kviklet,407,Make the kubernetes exec command timeout configurable,closed,2025-12-08,2026-02-24,Question
kviklet/kviklet,438,Hide default username+password login screen when OIDC is configured,closed,2026-02-24,2026-02-24,Question
kviklet/kviklet,435,AccessDeniedException in WebSocket (Temp Access) for GitLab users,closed,2026-02-16,2026-02-23,Bug
kviklet/kviklet,363,Approvals from multiple groups for execution requests,closed,2025-09-15,2026-02-21,Feature Request
kviklet/kviklet,367,Is there a possibility to use `ROLLBACK` in Postgres databases via Kviklet?,closed,2025-10-07,2026-02-21,Question
Tracer-Cloud/opensre,1788,refactor: split prompt_builder.py into focused modules,closed,2026-05-10,2026-05-10,Installation
Tracer-Cloud/opensre,1790,RuntimeError: LLM API request failed after multiple retries. Try again in a few seconds.,open,2026-05-10,,Bug
Tracer-Cloud/opensre,1789,RuntimeError: LLM API request failed after multiple retries. Try again in a few seconds.,open,2026-05-10,,Bug
Tracer-Cloud/opensre,1782,[BUG] Interactive terminal repeats streamed assistant output,open,2026-05-10,,Bug
Tracer-Cloud/opensre,650,Experienced OSS Contributors wanted: remove LangGraph,open,2026-04-18,,Question
Tracer-Cloud/opensre,1713,feat: cross-process coordination for integration write-back (shared incidents/alerts),open,2026-05-08,,Question
Tracer-Cloud/opensre,1776,[BUG] First non-command message in interactive shell prints agents command usage,closed,2026-05-10,2026-05-10,Bug
Tracer-Cloud/opensre,1491,Status heuristic: active / idle / stuck,open,2026-05-06,,Question
Tracer-Cloud/opensre,1779,[BUG] RCA test run emits LangChain allowed_objects deprecation warning from LangGraph import,open,2026-05-10,,Bug
Tracer-Cloud/opensre,1435,Correlation primitives: time-window correlation + periodicity detection,open,2026-05-06,,Question
ENTERPILOT/GoModel,308,feature request: virtual models,open,2026-05-08,,Feature Request
ENTERPILOT/GoModel,309,suggestion: not encode selector (include slash) in request URL.,closed,2026-05-08,2026-05-09,Feature Request
ENTERPILOT/GoModel,307,feature request: bedrock support,open,2026-05-08,,Feature Request
ENTERPILOT/GoModel,304,Wrong DeepSeek v4 Pro pricing,closed,2026-05-06,2026-05-07,Bug
ENTERPILOT/GoModel,296,Support for GCP Service Account (JSON) keys for Gemini/Vertex AI,closed,2026-04-30,2026-05-07,Feature Request
ENTERPILOT/GoModel,283,Estimated cost is always zero?,closed,2026-04-27,2026-04-30,Question
ENTERPILOT/GoModel,282,How to use codex with deepseek-v4?,closed,2026-04-27,2026-04-30,Question
ENTERPILOT/GoModel,290,Feature Request: Real-time dashboard view combining in-memory buffer with SQLite,open,2026-04-28,,Feature Request
adriannovegil/awesome-observability,30,Add AgentWatch - AI agent fleet observability,closed,2026-03-12,2026-04-14,Feature Request
elastic/kibana,268022,Failing test: Observability Landing Page (discover.isEsqlDefault enabled) - redirects to onboarding when no logs data exists,open,2026-05-06,,Bug
elastic/kibana,268021,Failing test: find - basic - should return 200 with individual responses,open,2026-05-06,,Bug
elastic/kibana,240874,Dependency Dashboard,open,2025-10-27,,Question
elastic/kibana,268237,Failing test: X-Pack Cloud Security Posture API Tests.x-pack/solutions/security/test/cloud_security_posture_api/routes/graph·ts - Cloud Security Posture POST /internal/cloud_security_posture/graph Happy flows should handle events with null event.id gracefully,open,2026-05-07,,Bug
elastic/kibana,268264,Failing test: Agent Builder — conversation error handling - keeps the previous conversation rounds visible when there is an error,open,2026-05-07,,Bug
elastic/kibana,268088,Failing test: CustomStatusAlert - creates a custom status alert rule,open,2026-05-06,,Bug
elastic/kibana,253221,Failing test: APM integration not installed but setup completed - Admin user,open,2026-02-16,,Bug
elastic/kibana,264988,[ML] Anomaly explorer: Anomaly score button missing title from announcement,closed,2026-04-22,2026-05-10,Question
elastic/kibana,268592,[Entity Analytics] Research and implement matching logic per relationship type as relationship maintainers,closed,2026-05-10,2026-05-10,Question
elastic/kibana,268436,Failing test: global.setup.ts - Setup Discover tests data,open,2026-05-08,,Bug
elastic/kibana,265545,Failing test: default index_pattern API (legacy index pattern api) - can set default index pattern,open,2026-04-24,,Bug
elastic/kibana,268589,Failing test: Jira connector - does not throw a type error for other fields when its valid json,open,2026-05-10,,Bug
elastic/kibana,268590,Failing test: Jira connector - disables the execute button when other fields is not valid json,open,2026-05-10,,Bug
elastic/kibana,265422,Failing test: Insights CRUD API - should create a new insight,open,2026-04-24,,Bug
elastic/kibana,267280,Failing test: Tags management — accessibility - tags management page a11y,open,2026-05-01,,Bug
elastic/kibana,266763,"Failing test: Serverless Security Functional Tests - Common Group 18.x-pack/platform/test/serverless/functional/test_suites/home_page/sample_data·ts - Serverless Common UI - Home Page Sample data in serverless ""after all"" hook for ""Sample data loads""",open,2026-04-30,,Bug
Linuxfabrik/monitoring-plugins,1099,feat(cert): new plugin for X.509 certificate inspection across pluggable sources,closed,2026-05-09,2026-05-10,Question
Linuxfabrik/monitoring-plugins,1100,feat(http): new plugin for HTTP/HTTPS availability (replaces upstream check_http and check_curl),open,2026-05-09,,Question
Linuxfabrik/monitoring-plugins,1103,feat(tls-compliance): new plugin for TLS protocol and cipher compliance audits,open,2026-05-09,,Question
Linuxfabrik/monitoring-plugins,1102,feat(security-headers): new plugin to grade HTTP response security headers,open,2026-05-09,,Question
Linuxfabrik/monitoring-plugins,1101,feat(http-last-modified): new plugin for document freshness via Last-Modified,open,2026-05-09,,Documentation
Linuxfabrik/monitoring-plugins,535,Icinga: Adjust postfix service set for debian 11,closed,2022-02-22,2026-05-07,Question
Linuxfabrik/monitoring-plugins,746,psi: New check Pressure Stall Information (PSI),open,2024-03-07,,Question
Linuxfabrik/monitoring-plugins,1060,ci: implement nightly container-based test runs and fast local tox-based testing,open,2026-04-07,,Question
Linuxfabrik/monitoring-plugins,787,Build: Provide check-specific assets inside the packages,open,2024-10-30,,Installation
Linuxfabrik/monitoring-plugins,1089,feat(install): one-liner installer for the Linuxfabrik package repository,open,2026-04-23,,Installation
Linuxfabrik/monitoring-plugins,1090,feat(install): install.sh for the source tarball distribution,open,2026-04-23,,Installation
Linuxfabrik/monitoring-plugins,1096,WiX 7: decide between Open Source Maintenance Fee (OSMF) acceptance and staying on WiX 5/6,open,2026-05-05,,Question
Linuxfabrik/monitoring-plugins,882,librenms-alerts: Plugin no longer fetches current alerts from LibreNMS,closed,2025-05-05,2026-04-24,Question
Linuxfabrik/monitoring-plugins,652,redfish-drives: state,closed,2023-03-14,2026-04-23,Question
Linuxfabrik/monitoring-plugins,682,Make project installable using pip?,closed,2023-06-09,2026-04-23,Installation
Linuxfabrik/monitoring-plugins,725,notify-host-mail: Complains about missing arguments,closed,2023-11-30,2026-04-23,Question
Linuxfabrik/monitoring-plugins,678,logfile: Check does not handle wildcards in filename,closed,2023-05-23,2026-04-23,Question
Linuxfabrik/monitoring-plugins,1008,Suse 15 Repository not working,closed,2026-01-08,2026-04-22,Question
Linuxfabrik/monitoring-plugins,975,SLES 16 Repository not available,closed,2025-11-06,2026-04-22,Question
Linuxfabrik/monitoring-plugins,797,perfcounter: A general purpose windows only performance counter plugin.,open,2025-01-03,,Performance
Linuxfabrik/monitoring-plugins,638,about-me: Provide a Windows version,open,2023-02-13,,Compatibility
Linuxfabrik/monitoring-plugins,868,Play nice with other python3 nagios plugins,closed,2025-04-10,2026-04-22,Question
Linuxfabrik/monitoring-plugins,649,journald-query: Acknowledging in Icinga,closed,2023-03-02,2026-04-22,Question
langfuse/langfuse,11329,bug: high latency with API api/public/traces/{traceId},closed,2025-12-29,2026-05-10,Bug
langfuse/langfuse,10430,bug: Last span with `trace_id` in `trace_context` ovewrites the trace name,closed,2025-11-12,2026-03-11,Bug
langfuse/langfuse,12172,"bug: Internal serer erros loading traces, caused by broken   after upgrading langfuse",closed,2026-02-20,2026-03-09,Bug
langfuse/langfuse,11789,bug: Multiple replicas have different webpack bundle hashes causing 404 errors,closed,2026-01-29,2026-04-23,Bug
langfuse/langfuse,12184,bug: Model Token Costs Should Back Calculate Properly Based on Start Date,closed,2026-02-20,2026-04-16,Bug
langfuse/langfuse,12738,MCP Server: Support SSO/OIDC authentication as alternative to static API keys,open,2026-03-23,,Feature Request
langfuse/langfuse,11749,bug: Can not add Mistral Provider in UI,closed,2026-01-27,2026-02-18,Bug
langfuse/langfuse,13502,bug: <short description> Create LLM-as-a-Judge Evaluators Fail,open,2026-05-07,,Bug
langfuse/langfuse,11603,"bug: S3 will upload a large number of small json files, resulting in 100% inode usage. How should it be configured?",closed,2026-01-19,2026-03-08,Bug
langfuse/langfuse,11903,bug: Unable to create automation webhooks: tRPC route failed on automations.createAutomation: Internal error,closed,2026-02-05,2026-02-06,Bug
langfuse/langfuse,13111,bug: Custom dashboard widgets display latency in milliseconds instead of seconds,closed,2026-04-10,2026-05-04,Bug
langfuse/langfuse,13544,"bug: Dataset item ""View source observation"" link navigates to trace, not the specific observation",open,2026-05-10,,Bug
langfuse/langfuse,9389,bug: Root span for nested ai agents spans over OTEL export do not display information in grid,open,2025-09-29,,Bug
langfuse/langfuse,9404,Allow passing `start_time` to start_observation,open,2025-09-29,,Question
langfuse/langfuse,9427,The langfuse graph is not plotting correctly.,open,2025-09-30,,Question
langfuse/langfuse,12105,bug(langfuse-cli): `--version` flag conflict on `prompts get` and missing `--new-labels` flag on `prompt-versions update`,closed,2026-02-19,2026-05-10,Bug
langfuse/langfuse,10742,bug: Trace not showing system prompt under microsoft agent framework,closed,2025-11-27,2025-11-27,Bug
langfuse/langfuse,11511,bug: Why did the user's input and LLM output become redacted-by-litellm?,closed,2026-01-13,2026-01-13,Bug
langfuse/langfuse,11550,bug: OTLP endpoint violates spec by returning application/json response when request uses application/x-protobuf,open,2026-01-14,,Bug
langfuse/langfuse,10489,bug: Mask function blocks main thread and async event loop,open,2025-11-14,,Bug
langfuse/langfuse,13315,"[bug] Evaluator Update fails silently when timeScope includes EXISTING — no toast, no inline error",open,2026-04-22,,Bug
langfuse/langfuse,13532,bug: Helm Chart 404,open,2026-05-08,,Bug
langfuse/langfuse,13540,Allow skipping BullMQ Redis version check for Redis-compatible services,open,2026-05-09,,Compatibility
langfuse/langfuse,9429,The each agent input is not tracing properly in langfuse dashboard.,open,2025-09-30,,Question
langwatch/langwatch,3455,chore(workflows): strip per-node execution_state before persisting workflow versions,closed,2026-04-24,2026-05-10,Compatibility
langwatch/langwatch,3922,fix(deps): bump langchain-core to fix unsafe deserialization via load() allowlists,open,2026-05-10,,Question
langwatch/langwatch,3919,bug: /api/traces/search returns 500 RangeError on large result sets,open,2026-05-10,,Bug
jaegertracing/jaeger,8541,feat: group multi-turn GenAI agent traces by gen_ai.conversation.id for session-level observability,open,2026-05-10,,Question
jaegertracing/jaeger,5586,Dependency Dashboard,open,2024-06-12,,Question
jaegertracing/jaeger,8543,[Feature]:  Add skill-aware trace annotation in AI assistant responses,open,2026-05-10,,Feature Request
jaegertracing/jaeger,8540,feat(storage): Configurable header forwarding from query to storage backends,open,2026-05-10,,Question
jaegertracing/jaeger,8401,[Feature/🧑‍🎓 LFX]: Jaeger for GenAI Observability: Specialized Trace Visualization,open,2026-04-17,,Feature Request
jaegertracing/jaeger,8481,Plan: Upgrade OpenSSF Best Practices badge from Silver to Gold,open,2026-05-04,,Question
iopsystems/rezolus,883,docs: capture sampler development methodology and tradeoffs,open,2026-05-10,,Documentation
alexandre-daubois/ember,66,Config file for managing multiple --addr endpoints,open,2026-05-05,,Feature Request
alexandre-daubois/ember,36,Multi-server monitoring support in Ember (--addr multiple instances),closed,2026-04-28,2026-05-04,Feature Request
alexandre-daubois/ember,48,docs: end-to-end tutorial for multi-instance sidecar,closed,2026-04-30,2026-05-04,Documentation
alexandre-daubois/ember,49,testenv: integration smoke test against the local multi-Caddy compose,closed,2026-04-30,2026-05-04,Feature Request
alexandre-daubois/ember,44,plugins: support multi-instance via PluginConfig extension,closed,2026-04-30,2026-05-04,Feature Request
alexandre-daubois/ember,40,logs: stream from multiple Caddy instances with instance tagging,closed,2026-04-30,2026-05-04,Feature Request
alexandre-daubois/ember,37,TUI: support multi-instance with switcher and overview tab,closed,2026-04-30,2026-05-04,Feature Request
alexandre-daubois/ember,46,flags: per-instance --interval,closed,2026-04-30,2026-05-03,Question
alexandre-daubois/ember,41,TLS: per-instance --ca-cert / --client-cert / --client-key / --insecure,closed,2026-04-30,2026-05-03,Question
alexandre-daubois/ember,47,FrankenPHP: re-enable PID auto-detection per local instance,closed,2026-04-30,2026-05-03,Question
alexandre-daubois/ember,45,exporter: per-instance /healthz/<name> for k8s probes,closed,2026-04-30,2026-04-30,Question
alexandre-daubois/ember,43,init: run init checks against multiple --addr,closed,2026-04-30,2026-04-30,Feature Request
alexandre-daubois/ember,42,diff: handle JSONL with per-instance lines,closed,2026-04-30,2026-04-30,Question
alexandre-daubois/ember,39,wait: support multiple --addr with --any / --all semantics,closed,2026-04-30,2026-04-30,Feature Request
alexandre-daubois/ember,38,status: aggregate output across multiple --addr,closed,2026-04-30,2026-04-30,Feature Request
yegor256/takes,1150,Dependency Dashboard,open,2022-09-16,,Question
yegor256/takes,1007,Every public method in a good object should implement his counterpart from an interface,open,2019-12-05,,Question
yegor256/takes,1005,Inconvenient TkMethods and FkMethods constructor parameters order,open,2019-12-05,,Question
yegor256/takes,1207,`RsFork` incorrectly directs requests,open,2023-03-10,,Feature Request
yegor256/takes,1292,Unable to eliminate queuing of requests,closed,2024-04-19,2026-05-07,Feature Request
yegor256/takes,1303,"org.takes.rq.ChunkedInputStream.read(byte[], int, int) behaves wrong if len > total size",closed,2024-06-21,2026-05-07,Bug
yegor256/takes,1307,Migrate to jakarta namespace,closed,2024-07-08,2026-05-07,Question
yegor256/takes,1366,takes/src/main/java/org/takes/facets/auth/social/PsLinkedin.java token verify,closed,2024-12-12,2026-05-07,Question
yegor256/takes,1440,Spaces in the request divide url instead of proper substitution causing,open,2025-07-25,,Feature Request
flutter/flutter,183703,[Proposal] - Support high refresh rate (> 60) on Linux,open,2026-03-14,,Feature Request
flutter/flutter,186317,[web]: release-mode main view freezes after first paint until window resize; overlays keep painting,open,2026-05-10,,Question
flutter/flutter,94804,Use gtk4 for linux desktop,open,2021-12-07,,Compatibility
flutter/flutter,94381,Wayland: support the xdg-decoration protocol to use server-side decorations when available,open,2021-11-29,,Feature Request
flutter/flutter,186312,[webview_flutter_android] Set support for web authentication,open,2026-05-10,,Feature Request
flutter/flutter,145013,[Flutter GPU] Support configurable vertex layouts.,open,2024-03-12,,Feature Request
expo/expo,42224,"""Clear"" GlassEffect not working for linear gradients.",open,2026-01-15,,Question
expo/expo,45611,"[ios][@expo/ui] Button with buttonStyle(""glassProminent"") causes navigation transition jank when triggering router.push() from onPress",closed,2026-05-10,2026-05-10,Question
expo/expo,33647,Screen flickering when go back,open,2024-12-13,,Question
expo/expo,45578,Native tab doesn't react to pointer events in Release build on iOS in XCode,open,2026-05-08,,Installation
expo/expo,44237,[docs] the recommended react compiler linter plugin is eslint-plugin-react-compiler but should be eslint-plugin-react-hooks,open,2026-03-25,,Documentation
ktorio/ktor,3072,Dependency Dashboard,open,2022-06-24,,Question
ktorio/ktor,5589,3.4.3 regression: embedded Netty handler issuing httpClient.get() that 302s back to localhost no longer delivers original response to browser,open,2026-05-08,,Question
ktorio/ktor,369,Consider caching file attributes for static content,open,2018-03-26,,Question
ktorio/ktor,5458,Flaky: CurlHttp2Test.test protocol version is HTTP 2 on mingwX64,closed,2026-03-19,2026-05-06,Compatibility
frappe/frappe,39195,`frappe.ui.FileUploader` throws an exception when instantiated with a `frm` object that does not contain the `attachments` controller.,open,2026-05-10,,Bug
frappe/frappe,39016,`task_complete` realtime event for bulk PDF export not delivered to non-System Users,open,2026-04-29,,Question
frappe/frappe,39129,perm.js: `rights_without_if_owner` sometimes undefined,open,2026-05-06,,Question
frappe/frappe,39189,UpdateAfterSubmitError fires when value didn't change,open,2026-05-10,,Bug
frappe/frappe,39179,bug_report_money_in_words,closed,2026-05-09,2026-05-10,Bug
frappe/frappe,39190,Awesomebar report search shows reports that the user cannot access,open,2026-05-10,,Question
frappe/frappe,37336,"Google OAuth callback does not support ""drive"" domain after Drive moved to Offsite Backups",open,2026-02-21,,Feature Request
frappe/frappe,34156,"Frappe ""Scan Bar Code Library  Does not work",open,2024-06-01,,Question
frappe/frappe,38756,Incorrect right padding in Sidebar search option hover state,closed,2026-04-21,2026-04-25,Feature Request
frappe/frappe,39186,Condition on navbar settings help menu item,open,2026-05-09,,Question
frappe/frappe,39185,Backport PR #36838,closed,2026-05-09,2026-05-09,Question
clockworklabs/SpacetimeDB,4989,serde_json/arbitrary_precision in workspace deps breaks downstream serde-derived deserializers,open,2026-05-10,,Question
clockworklabs/SpacetimeDB,4842,False-positive JS view migration: identical view is planned as RemoveView + AddView,open,2026-04-18,,Feature Request
clockworklabs/SpacetimeDB,4983,Maturity concerns,open,2026-05-08,,Question
userfrosting/UserFrosting,1306,Vite:dev doesn't load on port specified in .env file but in vite.config.ts,closed,2026-02-14,2026-02-15,Question
schultek/jaspr,808,fix: Dart VM remains open after jaspr commands,open,2026-05-10,,Question
schultek/jaspr,797,`dart install jaspr_cli` fails due to metadata in version,closed,2026-04-20,2026-05-06,Bug
schultek/jaspr,791,feat: Allow for customizing the jaspr.json directory,closed,2026-04-09,2026-05-04,Question
schultek/jaspr,784,feat: auto-installing completions? Please no,closed,2026-03-21,2026-05-04,Installation
schultek/jaspr,800,jaspr_lints: ScopeTreeNode.analyzeChildren causes Stack Overflow,closed,2026-04-21,2026-05-04,Question
schultek/jaspr,803,fix: Failed to proxy request,open,2026-04-29,,Bug
schultek/jaspr,685,feat: intellij plugin,open,2025-12-03,,Question
schultek/jaspr,785,feat: make `priority` optional for sitemap generation,open,2026-03-22,,Question
schultek/jaspr,569,Support `dart install jaspr_cli`,closed,2025-09-26,2026-04-20,Feature Request
schultek/jaspr,796,ديار الزيتون,closed,2026-04-18,2026-04-18,Question
schultek/jaspr,795,attempting to add skills version 0.23.0+3,closed,2026-04-17,2026-04-18,Feature Request
schultek/jaspr,786,[content] Template rendering is ran a second time on secondary Markdown output,closed,2026-03-25,2026-04-08,Installation
schultek/jaspr,789,[content] Add more flexible mechanism for `FilesystemLoader` to ignore paths,open,2026-04-05,,Feature Request
schultek/jaspr,650,Unexpected Kernel Version error,closed,2025-11-14,2025-11-14,Bug
phoenixframework/phoenix,6550,import Phoenix.VerifiedRoutes does not raise error,closed,2025-11-30,2026-05-08,Bug
phoenixframework/phoenix,6490,simple_form @as doesn't override default form value,closed,2025-09-23,2026-05-06,Question
phoenixframework/phoenix,6673,#client-error flash always render alongside #server-error on newly generated liveviews,closed,2026-05-06,2026-05-06,Bug
phoenixframework/phoenix,6663,JS binary serializer mishandles non-ASCII metadata fields,closed,2026-04-25,2026-05-06,Question
phoenixframework/phoenix,6666,<.live_title> contains line breaks in new projects,closed,2026-04-29,2026-04-29,Question
dropwizard/dropwizard,4210,Dependency Dashboard,open,2021-08-25,,Question
dropwizard/dropwizard,10196,"dropwizard-testing includes conflicting dependencies for ""jakarta.activation""",open,2025-06-18,,Question
dropwizard/dropwizard,862,"Using jersey's HK2 to inject healthchecks, lifecycle Manageds etc.",closed,2015-01-26,2015-11-16,Question
dropwizard/dropwizard,9427,Undocumented breaking change (and wrong documentation) associated with upgrade to 3.x,closed,2024-10-10,2026-05-07,Bug
dropwizard/dropwizard,11126,jetty-server-12.1.6+,open,2026-04-16,,Question
dropwizard/dropwizard,9734,Support structured logging in json layout ,open,2024-12-27,,Feature Request
dropwizard/dropwizard,7072,dropwizard-healthcheck exposes too much information on public port,closed,2023-05-02,2026-04-30,Question
dropwizard/dropwizard,10725,DropwizardConfigurationExtension<T>: streamline configuration testing,open,2025-10-27,,Question
home-assistant/frontend,51967,Energy Dashboard for Water: Sankey diagram shows wrong value for untracked consumption,open,2026-05-10,,Bug
home-assistant/frontend,51523,Voice assistant expose entities dialog empty in Firefox,open,2026-04-12,,Question
home-assistant/frontend,51966,Activity log with white gap on bottom and dislocated button top right in mobile app,open,2026-05-10,,Question
home-assistant/frontend,25198,Energy consumed from battery counted double,closed,2025-04-27,2025-05-10,Question
home-assistant/frontend,26311,Long text fields overflow from their containers,closed,2025-07-29,2026-05-10,Question
home-assistant/frontend,25413,Translation error: INVALID_ARGUMENT_TYPE.,closed,2025-05-10,2025-05-10,Bug
home-assistant/frontend,51962,"Theme selection no longer works in Home Assistant 2026.5.1 (frontend 20260429.3): custom themes not applied, UI stuck on black fallback",open,2026-05-10,,Question
home-assistant/frontend,25417,Entities not showing history graph in mobile app,closed,2025-05-10,2025-05-10,Question
home-assistant/frontend,51961,Energy charts missing the last hour (23:00-00:00) on daily view since 2026.5.x,closed,2026-05-10,2026-05-10,Question
home-assistant/frontend,28970,Inconsistent ha-md-list-item width in mobile,closed,2026-01-13,2026-05-10,Question
home-assistant/frontend,51912,Hourly solar energy bars not aligned on energy dashboard on demo site,closed,2026-05-07,2026-05-10,Question
home-assistant/frontend,51958,new ha-switch-size key does not have any effect in themes,open,2026-05-10,,Question
home-assistant/frontend,29491,Update and Delete buttons disappear after enabling option to hide sidebar on IOS devices,open,2026-02-08,,Question
webstudio-is/webstudio,5356,Webhook Form not sending data out when selfhosting via Docker,open,2025-08-04,,Documentation
webstudio-is/webstudio,5452,invalid_union error pasting inception page to builder,open,2025-11-20,,Bug
webstudio-is/webstudio,2649,🛒 Shopify Integration,open,2023-11-22,,Question
webstudio-is/webstudio,5642,feat: Support external font URLs in Fonts Manager (preview + dropdown),open,2026-03-13,,Feature Request
webstudio-is/webstudio,5501,Annoying things,open,2025-12-10,,Question
webstudio-is/webstudio,5715,Spacing and position ui shouldn't apply one modifier for both increment and multi-side,closed,2026-04-23,2026-04-29,Question
neomjs/neo,11144,ai:restore Chroma preserve-live parity for #importMemories (follow-up to #11141),open,2026-05-10,,Question
neomjs/neo,11141,Enhance ai:restore merge mode: preserve-live INSERT OR IGNORE semantics + label-filter + per-substrate targeting + post-restore hooks,open,2026-05-10,,Question
neomjs/neo,11140,Patch Store.clear() cascade bypass of destructive operation guards in SQLite.removeNodes,open,2026-05-10,,Question
neomjs/neo,11077,M4 Architectural Convergence: Orchestrator Supervision & Unified Daemons,closed,2026-05-09,2026-05-10,Question
neomjs/neo,11136,"A2A peer-engagement: name skills literally in routing requests (e.g., /pr-review on PR #N)",closed,2026-05-10,2026-05-10,Feature Request
neomjs/neo,11138,fix(github-workflow): LocalFileService.getIssueById missed chunkPath in active-issue read path,closed,2026-05-10,2026-05-10,Question
neomjs/neo,11017,Orchestrator task: primary-checkout `dev` auto-sync + KB cascade,closed,2026-05-09,2026-05-10,Question
neomjs/neo,11126,feature(github-workflow): Implement write-path chunking for IssueSyncer,closed,2026-05-10,2026-05-10,Feature Request
neomjs/neo,11086,Add Double Diamond graduation guard to ideation-sandbox,closed,2026-05-10,2026-05-10,Feature Request
neomjs/neo,11124,lead-role-mode.md: codify session-sunset duration + positive-framed lane-coordination pattern,closed,2026-05-10,2026-05-10,Question
neomjs/neo,11118,Chunk resources/content/discussions/ to bypass GitHub's 1000-file folder cap (preventive sibling to #11113),closed,2026-05-10,2026-05-10,Question
neomjs/neo,11131,Integrate PR sync script into release publish workflow,closed,2026-05-10,2026-05-10,Question
neomjs/neo,11135,Configure dev auto-sync for multiple repo clones,open,2026-05-10,,Question
neomjs/neo,11134,enhancement: mitigate systemic friction from interleaving chore-sync commits on active branches,closed,2026-05-10,2026-05-10,Feature Request
neomjs/neo,11133,GH-content sync: workflow-fragility — local branch-discipline gap producing stale-branch + chore-sync contamination (5x same-session pattern),open,2026-05-10,,Question
neomjs/neo,11117,Chunk resources/content/pulls/ to bypass GitHub's 1000-file folder cap (sibling to #11113),closed,2026-05-10,2026-05-10,Question
neomjs/neo,11128,peer-role-mode.md: codify pro-active essential + session-sunset duration (sister to #11124),open,2026-05-10,,Question
neomjs/neo,11074,Extract WakeSubstrateCoordinatorService as M4 per-task coordinator (fold bridge-daemon into orchestrator),closed,2026-05-09,2026-05-10,Question
neomjs/neo,11073,Extract HeartbeatCoordinatorService as M4 per-task coordinator (fold SwarmHeartbeatService into orchestrator),closed,2026-05-09,2026-05-10,Question
neomjs/neo,11065,Extract SandmanCoordinatorService as M4 per-task coordinator (orchestrator-driven Sandman/DreamService scheduling),closed,2026-05-09,2026-05-10,Question
D-Sketon/hexo-theme-reimu,135,音乐控件在meting模式下不显示,closed,2026-04-25,2026-05-09,Question
D-Sketon/hexo-theme-reimu,137,多语言文章会同时显示,open,2026-04-30,,Question
D-Sketon/hexo-theme-reimu,136,找不到引用reimu_bg的文件,closed,2026-04-30,2026-04-30,Question
D-Sketon/hexo-theme-reimu,134,网页没有显示左上角的背景音乐控件,closed,2026-04-21,2026-04-23,Question
D-Sketon/hexo-theme-reimu,133,站内搜索无法使用,closed,2026-04-08,2026-04-21,Question
D-Sketon/hexo-theme-reimu,131,[Feat] 询问支持第三方评论 Beaudar 建议,closed,2026-03-31,2026-04-10,Question
D-Sketon/hexo-theme-reimu,30,[iconfont] 图标优化,open,2024-06-19,,Question
D-Sketon/hexo-theme-reimu,130,i18n扩展无法正常使用,closed,2026-03-21,2026-03-29,Question
D-Sketon/hexo-theme-reimu,129,"README文档中""内置标签插件""的""TagRoulette 标签轮盘""似乎标写错误以及引用错误",closed,2026-03-01,2026-03-21,Documentation
xiaoiver/infinite-canvas-tutorial,257,More image mode,open,2026-05-09,,Question
xiaoiver/infinite-canvas-tutorial,219,Multiple fill overlap,open,2026-04-21,,Question
xiaoiver/infinite-canvas-tutorial,248,Crop for iconfonts,closed,2026-05-06,2026-05-06,Question
xiaoiver/infinite-canvas-tutorial,228,Import/export file in JSON format like pencil,open,2026-04-24,,Question
xiaoiver/infinite-canvas-tutorial,231,Support livephoto format,open,2026-04-26,,Feature Request
web-infra-dev/rsbuild,1316,Dependency Dashboard,open,2024-01-17,,Question
web-infra-dev/rsbuild,5519,[Bug]: (plugin-vue) CSS modules ID mismatch between web and node targets,closed,2025-07-01,2026-05-08,Bug
web-infra-dev/rsbuild,7481,[Bug]: rsbuild preview fails when you use a custom dist path,closed,2026-04-11,2026-05-07,Bug
web-infra-dev/rsbuild,7614,[Bug]: 2.0.4 appears to be missing templates (deno init --yes --npm rsbuild@latest),closed,2026-05-06,2026-05-07,Bug
KudoAI/chatgpt.js,520,CLI response in streaming mode overlaps loading bar,closed,2026-05-01,2026-05-01,Question
KudoAI/chatgpt.js,150,ChatGPT Request Not Initiating on Other Browser Pages or Directly from background.js,closed,2023-09-24,2026-04-30,Feature Request
KudoAI/chatgpt.js,398,Typescript definition for the package,open,2025-06-01,,Question
KudoAI/chatgpt.js,311,Website Responsiveness Issues on chatgpt.js.org,closed,2024-10-12,2026-04-30,Question
farm-fe/farm,2276,[Feature Request]: Support defer.,open,2026-02-05,,Feature Request
